1,27.0,595.0,446.2,23.6,64.8,-1,-1,-1,-1
1,26.0,1103.0,444.2,35.1,96.5,-1,-1,-1,-1
1,25.0,393.9,461.7,35.1,98.5,-1,-1,-1,-1
1,24.0,806.6,445.2,24.3,80.3,-1,-1,-1,-1
1,23.0,1013.2,456.0,27.0,72.9,-1,-1,-1,-1
1,22.0,1115.8,446.9,37.8,101.3,-1,-1,-1,-1
1,21.0,437.1,457.7,34.4,93.1,-1,-1,-1,-1
1,20.0,1571.4,406.4,162.0,407.7,-1,-1,-1,-1
1,19.0,501.2,462.0,25.6,83.0,-1,-1,-1,-1
1,18.0,596.0,441.1,18.9,43.9,-1,-1,-1,-1
1,17.0,988.9,450.6,28.3,79.7,-1,-1,-1,-1
1,16.0,843.1,449.9,21.6,64.8,-1,-1,-1,-1
1,15.0,415.5,465.8,41.2,105.3,-1,-1,-1,-1
1,14.0,558.6,457.0,22.3,62.1,-1,-1,-1,-1
1,13.0,626.1,457.3,21.6,62.1,-1,-1,-1,-1
1,12.0,1633.5,415.1,164.7,473.9,-1,-1,-1,-1
1,11.0,536.6,457.7,22.3,59.4,-1,-1,-1,-1
1,10.0,598.7,457.7,21.6,56.0,-1,-1,-1,-1
1,9.0,579.5,456.3,21.6,61.4,-1,-1,-1,-1
1,8.0,1025.3,427.3,148.5,435.4,-1,-1,-1,-1
1,7.0,1171.8,449.2,43.2,102.6,-1,-1,-1,-1
1,6.0,1368.9,418.5,91.8,290.9,-1,-1,-1,-1
1,5.0,383.4,464.4,41.2,112.0,-1,-1,-1,-1
1,4.0,773.6,444.2,71.5,205.9,-1,-1,-1,-1
1,3.0,1011.2,411.1,160.7,612.9,-1,-1,-1,-1
1,2.0,508.6,456.3,32.4,105.3,-1,-1,-1,-1
1,1.0,889.7,422.6,137.7,520.4,-1,-1,-1,-1
2,26.0,1102.3,445.5,35.1,96.5,-1,-1,-1,-1
2,24.0,808.0,446.5,25.6,82.3,-1,-1,-1,-1
2,23.0,1012.5,455.6,28.3,72.9,-1,-1,-1,-1
2,22.0,1115.1,447.2,37.8,99.2,-1,-1,-1,-1
2,21.0,436.4,457.3,35.1,97.2,-1,-1,-1,-1
2,20.0,1589.0,407.0,151.2,405.7,-1,-1,-1,-1
2,19.0,500.5,460.4,26.3,84.4,-1,-1,-1,-1
2,18.0,596.0,441.1,18.9,43.9,-1,-1,-1,-1
2,17.0,987.5,450.9,29.7,82.3,-1,-1,-1,-1
2,16.0,843.8,450.6,23.0,65.5,-1,-1,-1,-1
2,15.0,413.8,466.4,41.8,105.3,-1,-1,-1,-1
2,14.0,558.9,457.0,22.3,61.4,-1,-1,-1,-1
2,13.0,626.7,458.0,21.6,61.4,-1,-1,-1,-1
2,12.0,1647.0,417.2,151.2,477.9,-1,-1,-1,-1
