1,1,585.225037,446.850006,86.399963,261.225006,1,-1,-1,-1
1,2,1057.050049,481.275024,36.449951,110.025024,1,-1,-1,-1
1,3,440.100006,445.5,105.975006,278.100037,1,-1,-1,-1
1,4,1090.125,483.637512,33.75,113.400024,1,-1,-1,-1
1,5,1339.200073,417.150024,167.400024,371.25,1,-1,-1,-1
1,6,1099.575073,438.412506,37.799927,110.024994,1,-1,-1,-1
1,7,934.875061,433.6875,41.849976,114.75,1,-1,-1,-1
1,8,635.512512,458.662506,64.462524,186.300018,1,-1,-1,-1
1,9,478.912506,459.0,82.350006,230.850037,1,-1,-1,-1
1,10,549.112488,465.412506,33.075012,92.475006,1,-1,-1,-1
1,11,1418.850098,430.650024,175.5,328.724976,1,-1,-1,-1
1,12,1254.825073,447.862518,36.449951,99.899994,1,-1,-1,-1
1,13,1015.200012,434.025024,40.500061,119.474976,1,-1,-1,-1
1,14,421.537506,457.987518,36.450012,83.699982,1,-1,-1,-1
1,15,595.6875,429.975006,16.875,39.825012,1,-1,-1,-1
1,16,580.162537,430.650024,18.899963,42.524994,1,-1,-1,-1
1,17,666.5625,449.550018,28.012512,83.699982,1,-1,-1,-1
1,18,580.837524,457.3125,37.799988,132.975037,1,-1,-1,-1
1,19,976.050049,457.987518,28.349976,74.925018,1,-1,-1,-1
1,20,1035.450073,450.900024,22.949951,70.200012,1,-1,-1,-1
2,1,585.900024,447.525024,86.400024,259.875,1,-1,-1,-1
2,2,1057.050049,482.287506,36.449951,107.325043,1,-1,-1,-1
2,3,441.112518,446.175018,111.374969,276.750031,1,-1,-1,-1
2,4,1090.125,484.312531,33.75,112.725006,1,-1,-1,-1
2,5,1342.575073,418.5,169.424927,370.575012,1,-1,-1,-1
2,6,1099.575073,438.412506,37.799927,109.350006,1,-1,-1,-1
2,7,935.550049,433.6875,40.5,114.075012,1,-1,-1,-1
2,8,635.175049,459.337524,64.799988,185.625,1,-1,-1,-1
2,9,477.225006,457.650024,84.375031,240.299988,1,-1,-1,-1
2,10,549.450012,464.400024,33.075012,93.825012,1,-1,-1,-1
2,11,1424.25,432.0,172.800049,331.425049,1,-1,-1,-1
2,12,1255.5,447.525024,35.100098,100.575012,1,-1,-1,-1
2,13,1015.200012,433.6875,40.500061,120.150024,1,-1,-1,-1
2,14,420.862518,457.650024,36.449982,85.049988,1,-1,-1,-1
2,15,595.6875,429.637512,16.875,39.825012,1,-1,-1,-1
2,16,580.162537,430.987518,18.899963,41.174988,1,-1,-1,-1
2,17,668.25,450.5625,27.675049,83.025024,1,-1,-1,-1
2,18,581.512512,456.975006,40.5,141.750031,1,-1,-1,-1
